,PageID,PageName,Disclaimer,AmountSpent,Numberofads
399,328157150830,Fondation Perce-Neige,Fondation Perce-Neige,10337,26
429,457316367752668,Info'Com-CGT,Info'Com-CGT,9315,157
478,395919323779707,CRIF,CRIF,8024,138
497,194934737335658,foodwatch France,These ads ran without a disclaimer,7743,11
523,146316935047,SECOURS ISLAMIQUE FRANCE,SECOURS ISLAMIQUE FRANCE,7149,9
526,8145558887,Sidaction,Qualicontact,7047,28
528,360872824739466,Fondation Française de l'Ordre de Malte,Fondation Française de l'Ordre de Malte,7009,32
530,154314278551,Union Syndicale Solidaires,Union Syndicale Solidaires,6935,161
533,154912951193067,Médecins Sans Frontières / MSF,These ads ran without a disclaimer,6917,93
551,601437620288341,Alternative Vegan,Alternative Vegan,6555,26
569,173159234432,UNICEF France,These ads ran without a disclaimer,6199,55
573,159115354807579,Merveilles d'Islam,OPERA CONCORDA,6100,25
609,601437620288341,Alternative Vegan,These ads ran without a disclaimer,5331,20
611,41452575362,Surfrider Foundation Europe,Surfrider Foundation Europe,5308,61
669,137190526353536,Mouvement UP,Mouvement UP,4761,438
671,1510234335928226,Fondation de l'Armée du Salut - France,Fondation de l'Armée du Salut - France,4749,182
818,200918043252313,Fondation Orange,These ads ran without a disclaimer,3522,1
819,278626449276465,Fondation Santé des Etudiants de France,Fondation Santé des Etudiants de France,3519,80
839,54309785742,Fondation pour la Nature et l'Homme,These ads ran without a disclaimer,3400,87
843,299625423872924,Ordre national des pharmaciens,Dylan Roger Aurelio Chris Carballo,3374,2
853,101441428568642,Le Mouvement Arménien,These ads ran without a disclaimer,3289,33
872,618145235013084,Fondation Terre Solidaire,Fondation Terre Solidaire,3128,130
886,216311481960,Bill Gates,These ads ran without a disclaimer,3064,38
954,129880077025416,Reforest'Action,These ads ran without a disclaimer,2653,34
998,170204963074035,Mouvement Utopia,Mouvement Utopia,2418,42
1000,141966035817743,Fondation Abbé Pierre,Fondation Abbé Pierre,2414,7
1014,168901966533877,Institut Montaigne,These ads ran without a disclaimer,2362,4
1062,118343701536672,Fondation pour la Recherche Médicale,These ads ran without a disclaimer,2184,84
1085,120780477955028,Secours populaire,These ads ran without a disclaimer,2089,2
1102,544425445579374,L'Œuvre d'Orient,These ads ran without a disclaimer,2050,11
1104,14053295787,Oxfam France,These ads ran without a disclaimer,2040,84
1202,11309713071,Gates Foundation,These ads ran without a disclaimer,1769,5
1213,1586763041548518,Institut Pasteur de Lille,Institut Pasteur de Lille,1734,501
1275,276292686230204,Institut Jérôme Lejeune,Fondation Jérôme Lejeune,1567,47
1316,2461344247423516,Prix UNICEF de littérature jeunesse,UNICEF France,1487,2
1325,113089168802178,UMIH Vaucluse,UMIH 84,1465,85
1398,448298669259039,UNPF,Etienne Bernard Kraeutler,1350,86
1414,9025047571,Amnesty International France,These ads ran without a disclaimer,1314,144
1446,146316935047,SECOURS ISLAMIQUE FRANCE,These ads ran without a disclaimer,1254,5
1465,220098248063927,Samusocial de Paris,Qualicontact,1225,10
1470,1465870423634307,Secours Palestinien/ France,These ads ran without a disclaimer,1219,2
1475,1390089354634663,Fondation APRIL,Fondation APRIL,1211,1
1596,146411032361,Jeunes IHEDN,Jeunes IHEDN,1015,14
1770,9025047571,Amnesty International France,Thibaut Julien Luc Amaury,825,132
1941,144527262260394,Fondation AJD Maurice Gounon,Fondation AJD,684,65
2262,395919323779707,CRIF,These ads ran without a disclaimer,495,7
2514,144527262260394,Fondation AJD Maurice Gounon,These ads ran without a disclaimer,389,17
2558,108347931410506,CGT Cheminots / Région de Bordeaux,These ads ran without a disclaimer,370,3
2745,1798882800328461,CGTNEurope,These ads ran without a disclaimer,311,29
2765,9547656123,Croix-Rouge française,These ads ran without a disclaimer,306,1
2808,914991035305896,Les Rencontres d'Antipode - avec Amnesty International,Pauline Le Pallec,300,3
2812,144706305902116,CGT Santé Action Sociale,CGT Fédération Santé Action sociale,300,3
2841,837803339757986,CGT Mines Energie Normandie,CGT Mines Energie Normandie,290,8
2865,155908234578581,Fondation Carmignac,These ads ran without a disclaimer,285,5
2935,169799706487474,CGTN Français,These ads ran without a disclaimer,266,4
2984,350866824756,L214 Ethique et Animaux,These ads ran without a disclaimer,257,2
3103,113089168802178,UMIH Vaucluse,These ads ran without a disclaimer,236,11
3156,278641698813937,Fondation Raoul Follereau,These ads ran without a disclaimer,227,63
3310,159115354807579,Merveilles d'Islam,These ads ran without a disclaimer,202,4
3323,255273287505,FNME-CGT,These ads ran without a disclaimer,200,1
3360,"1,47E+15",Fondation de la Mer,These ads ran without a disclaimer,200,1
3388,448298669259039,UNPF,These ads ran without a disclaimer,198,3
3446,1740181746271992,UD CGT Haute-Vienne,UD CGT Haute-Vienne,189,1
3609,742663732787234,CGT Assmat,These ads ran without a disclaimer,169,2
3638,1571750379745668,Fondation Gabriel Péri,Fondation Gabriel Péri,165,9
3650,152835304742765,Les Petits Frères des Pauvres,These ads ran without a disclaimer,163,4
3734,154314278551,Union Syndicale Solidaires,These ads ran without a disclaimer,152,3
3803,108694192524069,CGT Ingés Cadres Techs - UGICT,"Ugict, CGT Ingés Cadres Techs",148,4
3955,101686454955935,Mes Soutiens - Médecins du Monde,These ads ran without a disclaimer,133,3
3956,1510234335928226,Fondation de l'Armée du Salut - France,These ads ran without a disclaimer,132,1
4003,1886365381631348,CGT Neuhauser,Christian Porta,129,4
4019,127980804021304,Fondation Culturespaces,These ads ran without a disclaimer,128,2
4115,41452575362,Surfrider Foundation Europe,These ads ran without a disclaimer,120,4
4241,278626449276465,Fondation Santé des Etudiants de France,These ads ran without a disclaimer,111,2
4324,588430561548315,CGT Caisse d'épargne  IDF,These ads ran without a disclaimer,106,1
4540,677902065668703,Fondation des Femmes,WeMoms,,1
4584,980746258646038,UL CGT Sarcelles,These ads ran without a disclaimer,,1
4724,110519264456765,UD CFDT DES P.O,Vincent Olivier Yves Riom,,1
4879,1425399957709691,Alternatiba Paris,These ads ran without a disclaimer,,2
4926,351971464967,Fondation-Institut kurde de Paris,Fondation Institut kurde de Paris,,3
5166,137190526353536,Mouvement UP,These ads ran without a disclaimer,,4
5429,618145235013084,Fondation Terre Solidaire,These ads ran without a disclaimer,,7
5481,476861132507300,Fondation  d'Entreprise Crédit Agricole Provence Côte d'Azur,These ads ran without a disclaimer,,1
5634,170204963074035,Mouvement Utopia,These ads ran without a disclaimer,,2
5711,492740370895521,UD CGT 13,These ads ran without a disclaimer,,1
5993,1655459514667669,Union Locale CGT Lyon 7/8,These ads ran without a disclaimer,,1
6290,216792608363308,UMIH 31,UMIH31,,2
6465,276972565781135,FLS - Fondation,FLS - Fondation pour le Logement Social,,6
6487,1837822079584021,Syndicat CGT des retraités de Chaumont,These ads ran without a disclaimer,,6
6809,122633925794519,CGT Privé.e.s d'Emploi et Précaires de Nice,Joël Michel Jean-Charles Ferretti,,3
6909,1886365381631348,CGT Neuhauser,These ads ran without a disclaimer,,1
6941,222778774519430,CGT Confédération Générale du Travail,These ads ran without a disclaimer,,1
7077,890439391298413,Fondation Bon Sauveur de la Manche,These ads ran without a disclaimer,,2
7380,121959974339,UNICEF Türkiye,These ads ran without a disclaimer,,1
7461,799758160067318,UNSA Lidl,These ads ran without a disclaimer,,5
7601,225096610846152,CGTR région Sud,Gaëlle Émilie Chloé Antoine,,2
7739,124252504303223,UNICEF (FR),These ads ran without a disclaimer,,42
7914,103050864655177,Fondation pour la Mémoire de l'Esclavage,These ads ran without a disclaimer,,2
7935,13001924893,Fondation Prince Albert II de Monaco,These ads ran without a disclaimer,,1
8083,1263015460431177,Festival Amnesty International Au Cinéma pour les Droits Humains,These ads ran without a disclaimer,,1
8337,520381365080555,Alternatiba Rosny,Nicolas Perguet,,1
8353,1690060484435286,Fondation Saint-Pierre,Matthieu Jean-Simon Vezolles,,1
8356,230622350328140,Fondation UPVD,These ads ran without a disclaimer,,1
8482,582143505604658,Fondation Arthrose / Osteoarthritis Foundation,These ads ran without a disclaimer,,2
8628,748797338557762,Syndicat CFDT de la Métallurgie Valenciennes Cambrai,Benoit Mercier,,2
8656,837803339757986,CGT Mines Energie Normandie,These ads ran without a disclaimer,,2
8689,101928348072585,Comité International de la Croix-Rouge - Abidjan et Région,These ads ran without a disclaimer,,2
8809,68793499001,UNICEF,These ads ran without a disclaimer,,34
8826,104050977980800,Fondation AlphaOmega,These ads ran without a disclaimer,,1
9337,35366632548,CFDT,These ads ran without a disclaimer,,12
9376,2081828611910488,FREH-Fondation Rêves pour les enfants d'Haïti/Dreams for children of Haiti,These ads ran without a disclaimer,,2
9545,1514934125292852,Syndicat CGT des Territoriaux de Martigues,These ads ran without a disclaimer,,5
9666,1831225310278962,CGT Ville Angoulême territoriaux,These ads ran without a disclaimer,,1
9768,152068014853146,Fondation Braillard Architectes,These ads ran without a disclaimer,,2
9949,110468353747166,Amnesty International Villeneuve d'Ascq,Isabelle Marie Colette Beaumadier,,1
9986,105650554796033,Fondation Lagarde,These ads ran without a disclaimer,,2
10104,550321538311244,Medef-Réunion,MEDEF Réunion,,1
10457,112858006848200,AIDES / AF,Association Aides Afrique France,,1
10575,854047644717041,Oxfam Groupe Local Lille,Oxfam France - GL Lille,,1
10694,2287223308197943,CGT CAF DU CHER,These ads ran without a disclaimer,,1
10712,1643859169253304,Syndicat CGT Cheminots de Caen,These ads ran without a disclaimer,,1
11185,109720761416752,Fonds international de secours à l’enfance des nations unies-UNICEF,These ads ran without a disclaimer,,3
11291,927620360657140,UNSA SDIS 95 - Syndicat Pompiers et PATS,These ads ran without a disclaimer,,1
11560,1390089354634663,Fondation APRIL,These ads ran without a disclaimer,,1
11701,108694192524069,CGT Ingés Cadres Techs - UGICT,These ads ran without a disclaimer,,1
11733,101321211336142,CGT Jetlane Décathlon,These ads ran without a disclaimer,,1
11821,"1,46E+15",Fondation des pionniers de Nouvelle-Calédonie,These ads ran without a disclaimer,,3
11895,439909732821172,Fondation IDEA asbl,These ads ran without a disclaimer,,3
11917,540364216018969,Comité international de la Croix-Rouge,These ads ran without a disclaimer,,2
12017,1552764191631573,UMIH66,These ads ran without a disclaimer,,1
12428,1340920392632629,UL CGT BRIVE,These ads ran without a disclaimer,,1
12718,766685113685160,"La ""Boutique"" CFDT de Tours",These ads ran without a disclaimer,,2
13237,382141725754014,Alternatiba ANV Roanne,These ads ran without a disclaimer,,1
13654,854047644717041,Oxfam Groupe Local Lille,These ads ran without a disclaimer,,1
13811,413401852112275,La Mie de Pain,These ads ran without a disclaimer,,1
14275,191370854240808,Fondation du patrimoine,These ads ran without a disclaimer,,1
14557,102325465179877,Union Départementale CFDT Gard,These ads ran without a disclaimer,,1
14677,32104614789,Greenpeace Polska,These ads ran without a disclaimer,,19
15173,113944057146455,CFDT métaux Vendée 85,These ads ran without a disclaimer,,1
15631,105426927638697,Union Locale CGT du bassin Creillois,These ads ran without a disclaimer,,1
15907,1750307555189487,CGT STEF Vendée,These ads ran without a disclaimer,,1
16007,366556300804519,Vers une Transition - Alternatiba Vernon,These ads ran without a disclaimer,,1
16231,1740181746271992,UD CGT Haute-Vienne,These ads ran without a disclaimer,,1
16336,457316367752668,Info'Com-CGT,These ads ran without a disclaimer,,1
16355,593329470853141,Syndicat CGT des Cheminots de Trappes et Rambouillet,These ads ran without a disclaimer,,1
16595,100566794940671,CGT Spie CityNetworks Sud-Est,These ads ran without a disclaimer,,1
16801,522913431079994,Fondation Hirondelle,These ads ran without a disclaimer,,1
16873,1002812143143502,Institut d'Histoire Sociale CGT du Douaisis et Environs,These ads ran without a disclaimer,,1
16935,103355385129734,The Climate Pledge,These ads ran without a disclaimer,,3
17045,1424333361194456,JusticeInfo - Fondation Hirondelle,These ads ran without a disclaimer,,2
17079,1571750379745668,Fondation Gabriel Péri,These ads ran without a disclaimer,,1
17183,773995546333686,Fight For The Climate,These ads ran without a disclaimer,,2
17472,1579643468961525,Fondation Sos Talents Michel Sogny,These ads ran without a disclaimer,,1
17546,373536278864,UNICEF Europe & Central Asia,These ads ran without a disclaimer,,3
17931,110430637285578,Fondation Madame Violaine,These ads ran without a disclaimer,,1
19488,1303625663038181,CGT HPE,These ads ran without a disclaimer,,1
19527,100125184699448,The Climate App,These ads ran without a disclaimer,,2
